domain,size,share,conc,irr,beta_star,s,throughput,reach,switch,conc_proxy,is_extreme,behavior,share_proxy_norm,b,risk,selected,extreme_row
E,1.273068628042479,0.08624955795544993,0.15185283356988996,0.3896904720310976,0.19252738595948313,0.19546065810563001,1.1235555509638426,0.0735682117058635,0.08112374649808506,0.06681545650307028,False,0.42356526215333606,0.06306039263958549,0.07106167387770825,0.690001494629415,False,False
E,1.0083311831611728,0.17858783385263738,0.15185283356988996,0.45460616733571824,0.27560219629630034,0.057546367163071266,0.7512311702113575,0.27427488221765917,0.25508827033905523,0.2572015251438024,False,0.25138794655965807,0.16828225700020277,0.24233773057042596,0.5138371966963646,False,False
E,1.066019996946098,0.8693692444321915,0.15185283356988996,0.4978818964116414,0.36916440957705166,0.23297697780360277,2.1127233254221083,0.3923629984852192,0.42797076527687444,0.2652345092014088,False,0.3570579354705508,0.955445621061364,0.5194055457554321,0.5583551757249692,False,False
E,1.4323087402716683,0.5685791482347419,0.15185283356988996,0.7638859564689536,0.5279335844664437,0.45767818427020324,2.3436532697854364,0.8059060079631039,0.7386142470403775,0.46593521989869935,False,0.3196569192479004,0.612687491828532,0.6965119965813913,0.9810817989047833,False,False
E,1.1972988486228595,0.2604214870985467,0.15185283356988996,0.550252744321812,0.37733801751835466,0.25627486401610944,0.5889118478896033,0.3502521182598894,0.0772610864608027,0.3491095028045617,False,0.2688186885990431,0.2615338309364791,0.28695249934087463,0.44889730626003865,False,False
E,1.048078953523949,0.3722394530841993,0.15185283356988996,0.623902424755781,0.24580353967498544,0.23691940560550384,1.4001417429979328,0.14348753035303266,0.07692549187128161,0.1562118436430079,False,0.3235214527642385,0.3889533082410237,0.19677831604626403,0.5170487193231684,False,False
E,2.253268239643984,0.6983757512190412,0.15185283356988996,0.37145350041514813,0.3977240503352189,0.2838989830102225,1.9767820243074223,0.5005145161167271,0.28259910469340466,0.5308661042720959,False,0.5355851033894538,0.7605940930833517,0.5373998368681903,0.6420225870949818,False,False
E,1.0859227955465236,0.09414294863757179,0.15185283356988996,0.1002351326724777,0.1550299892434941,0.47631368865066587,0.9922771648946337,0.2152523264833869,0.3567240722770839,0.26587577133892926,False,0.0,0.07205511639449247,0.2082673025585492,0.4353684516035693,False,False
E,1.0451976561364433,0.57376688030681,0.15185283356988996,0.319467892729216,0.15161686341608788,0.4197094796183092,1.1330212157075774,0.1953082207287305,0.06589072073583878,0.060676114872418904,False,0.21591059368774748,0.6185990473034703,0.26152348649503493,0.46963238751284164,False,False
E,1.2332237838328104,0.6398375031344239,0.15185283356988996,0.5366076697016333,0.22595950337594584,0.5132205191055066,0.7784940894739187,0.6078632072951284,0.3896968571102211,0.4720036606256992,False,0.07409685043451755,0.6938882385498973,0.5762655805806702,0.7497008729168384,False,False
